,OBJECTID,BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Easting,Northing
0,3297041,10037380,GW058949.1.1,691.43,UNK,8.8,11.0,682.63,680.43,SHLE,,Shale broken,UNK,1,720769.1602469078,6095596.554482553
1,3297109,10037380,GW058949.1.1,691.43,UNK,0.0,0.9,691.43,690.53,TPSL,,Topsoil,UNK,1,720769.1602469078,6095596.554482553
2,3297126,10037380,GW058949.1.1,691.43,UNK,0.9,3.3,690.53,688.13,CLAY,,Clay,UNK,1,720769.1602469078,6095596.554482553
3,3297127,10037380,GW058949.1.1,691.43,UNK,5.2,7.3,686.23,684.13,SAND,,Sand clay,UNK,1,720769.1602469078,6095596.554482553
4,3297180,10037380,GW058949.1.1,691.43,UNK,7.3,8.8,684.13,682.63,CLAY,,Clay,UNK,1,720769.1602469078,6095596.554482553
5,3302117,10037380,GW058949.1.1,691.43,UNK,11.0,38.7,680.43,652.73,CLAY,,Clay bands shale,UNK,1,720769.1602469078,6095596.554482553
6,3302166,10037380,GW058949.1.1,691.43,UNK,38.7,56.0,652.73,635.43,SAND,,Sand white coarse water supply,UNK,1,720769.1602469078,6095596.554482553
7,3302167,10037380,GW058949.1.1,691.43,UNK,56.0,57.0,635.43,634.43,CLAY,,Clay or shale,UNK,1,720769.1602469078,6095596.554482553
8,3302256,10037380,GW058949.1.1,691.43,UNK,3.3,5.2,688.13,686.23,SHLE,,Shale,UNK,1,720769.1602469078,6095596.554482553
9,3312162,10036474,GW044804.1.1,693.45,UNK,0.0,0.3,693.45,693.15,SOIL,,Soil,UNK,1,720507.3780936297,6095232.949172977
10,3312163,10036474,GW044804.1.1,693.45,UNK,11.58,15.85,681.87,677.6,CLAY,,Clay gravel plastic,UNK,1,720507.3780936297,6095232.949172977
11,3312164,10036474,GW044804.1.1,693.45,UNK,28.65,29.87,664.8,663.58,CLAY,,Clay white,UNK,1,720507.3780936297,6095232.949172977
12,3312165,10036474,GW044804.1.1,693.45,UNK,29.87,30.18,663.58,663.27,GRVL,,Gravel,UNK,1,720507.3780936297,6095232.949172977
13,3315267,10036474,GW044804.1.1,693.45,UNK,9.14,11.58,684.31,681.87,GRVL,,Gravel water supply,UNK,1,720507.3780936297,6095232.949172977
14,3315268,10036474,GW044804.1.1,693.45,UNK,21.49,23.16,671.96,670.29,CLAY,,Clay pink white,UNK,1,720507.3780936297,6095232.949172977
15,3315269,10036474,GW044804.1.1,693.45,UNK,23.47,24.69,669.98,668.76,CLAY,,Clay white,UNK,1,720507.3780936297,6095232.949172977
16,3315270,10036474,GW044804.1.1,693.45,UNK,25.91,26.52,667.54,666.93,CLAY,,Clay white,UNK,1,720507.3780936297,6095232.949172977
17,3315271,10036474,GW044804.1.1,693.45,UNK,27.74,28.04,665.71,665.41,CLAY,,Clay yellow,UNK,1,720507.3780936297,6095232.949172977
18,3315272,10036474,GW044804.1.1,693.45,UNK,28.04,28.65,665.41,664.8,GRVL,,Gravel,UNK,1,720507.3780936297,6095232.949172977
19,3315380,10036474,GW044804.1.1,693.45,UNK,5.79,7.01,687.66,686.44,GRVL,,Gravel,UNK,1,720507.3780936297,6095232.949172977
20,3315381,10036474,GW044804.1.1,693.45,UNK,24.69,25.91,668.76,667.54,GRVL,,Gravel,UNK,1,720507.3780936297,6095232.949172977
21,3315382,10036474,GW044804.1.1,693.45,UNK,26.82,27.43,666.63,666.02,CLAY,,Clay yellow,UNK,1,720507.3780936297,6095232.949172977
22,3315516,10036474,GW044804.1.1,693.45,UNK,20.12,21.18,673.33,672.27,CLAY,,Clay white,UNK,1,720507.3780936297,6095232.949172977
23,3315643,10036474,GW044804.1.1,693.45,UNK,15.85,17.68,677.6,675.77,GRVL,,Gravel water supply,UNK,1,720507.3780936297,6095232.949172977
24,3315644,10036474,GW044804.1.1,693.45,UNK,23.16,23.47,670.29,669.98,GRVL,,Gravel water supply,UNK,1,720507.3780936297,6095232.949172977
25,3315645,10036474,GW044804.1.1,693.45,UNK,30.18,31.09,663.27,662.36,CLAY,,Clay pink,UNK,1,720507.3780936297,6095232.949172977
26,3315774,10036474,GW044804.1.1,693.45,UNK,0.3,0.91,693.15,692.54,CLAY,,Clay,UNK,1,720507.3780936297,6095232.949172977
27,3319258,10036474,GW044804.1.1,693.45,UNK,1.52,5.79,691.93,687.66,CLAY,,Clay gravel plastic,UNK,1,720507.3780936297,6095232.949172977
28,3319259,10036474,GW044804.1.1,693.45,UNK,7.01,9.14,686.44,684.31,CLAY,,Clay gravel,UNK,1,720507.3780936297,6095232.949172977
29,3319260,10036474,GW044804.1.1,693.45,UNK,17.68,18.9,675.77,674.55,CLAY,,Clay gravel,UNK,1,720507.3780936297,6095232.949172977
30,3319261,10036474,GW044804.1.1,693.45,UNK,21.18,21.49,672.27,671.96,GRVL,,Gravel water supply,UNK,1,720507.3780936297,6095232.949172977
31,3319262,10036474,GW044804.1.1,693.45,UNK,26.52,26.82,666.93,666.63,CLAY,,Clay pink,UNK,1,720507.3780936297,6095232.949172977
32,3319263,10036474,GW044804.1.1,693.45,UNK,31.09,33.53,662.36,659.92,CLAY,,Clay light grey hard,UNK,1,720507.3780936297,6095232.949172977
33,3319381,10036474,GW044804.1.1,693.45,UNK,0.91,1.52,692.54,691.93,GRVL,,Gravel coarse,UNK,1,720507.3780936297,6095232.949172977
34,3319382,10036474,GW044804.1.1,693.45,UNK,18.9,20.12,674.55,673.33,GRVL,,Gravel,UNK,1,720507.3780936297,6095232.949172977
35,3319383,10036474,GW044804.1.1,693.45,UNK,27.43,27.74,666.02,665.71,GRVL,,Gravel,UNK,1,720507.3780936297,6095232.949172977
36,3322097,10044817,GW043063.1.1,691.48,UNK,21.33,21.94,670.15,669.54,SAND,,Sand,UNK,1,720746.1451301741,6095689.6178511325
37,3322249,10044817,GW043063.1.1,691.48,UNK,8.53,8.83,682.95,682.65,CLAY,,Clay,UNK,1,720746.1451301741,6095689.6178511325
38,3322400,10044817,GW043063.1.1,691.48,UNK,8.83,13.1,682.65,678.38,GRVL,,Gravel water supply,UNK,1,720746.1451301741,6095689.6178511325
39,3322401,10044817,GW043063.1.1,691.48,UNK,15.54,16.76,675.94,674.72,CLAY,,Clay gravel,UNK,1,720746.1451301741,6095689.6178511325
40,3322402,10044817,GW043063.1.1,691.48,UNK,53.34,60.96,638.14,630.52,SHLE,,Shale grey,UNK,1,720746.1451301741,6095689.6178511325
41,3326311,10044817,GW043063.1.1,691.48,UNK,13.1,15.54,678.38,675.94,CLAY,,Clay,UNK,1,720746.1451301741,6095689.6178511325
42,3326312,10044817,GW043063.1.1,691.48,UNK,32.91,33.83,658.57,657.65,CLAY,,Clay,UNK,1,720746.1451301741,6095689.6178511325
43,3326469,10044817,GW043063.1.1,691.48,UNK,33.83,42.06,657.65,649.42,SLTE,,Slate grey,UNK,1,720746.1451301741,6095689.6178511325
44,3326470,10044817,GW043063.1.1,691.48,UNK,42.06,45.41,649.42,646.07,CLAY,,Clay grey,UNK,1,720746.1451301741,6095689.6178511325
45,3326471,10044817,GW043063.1.1,691.48,UNK,51.2,53.34,640.28,638.14,QRTZ,,Quartz,UNK,1,720746.1451301741,6095689.6178511325
46,3326631,10044817,GW043063.1.1,691.48,UNK,1.52,3.35,689.96,688.13,GRVL,,Gravel,UNK,1,720746.1451301741,6095689.6178511325
47,3326791,10044817,GW043063.1.1,691.48,UNK,0.0,1.52,691.48,689.96,CLAY,,Clay black,UNK,1,720746.1451301741,6095689.6178511325
48,3326792,10044817,GW043063.1.1,691.48,UNK,3.65,6.09,687.83,685.39,CLAY,,Clay gravel,UNK,1,720746.1451301741,6095689.6178511325
49,3326793,10044817,GW043063.1.1,691.48,UNK,6.09,8.53,685.39,682.95,CLAY,,Clay grey,UNK,1,720746.1451301741,6095689.6178511325
50,3326794,10044817,GW043063.1.1,691.48,UNK,21.94,25.6,669.54,665.88,GRVL,,Gravel,UNK,1,720746.1451301741,6095689.6178511325
51,3326795,10044817,GW043063.1.1,691.48,UNK,25.6,32.0,665.88,659.48,CLAY,,Clay,UNK,1,720746.1451301741,6095689.6178511325
52,3326796,10044817,GW043063.1.1,691.48,UNK,32.0,32.91,659.48,658.57,SLTE,,Slate,UNK,1,720746.1451301741,6095689.6178511325
53,3330830,10044817,GW043063.1.1,691.48,UNK,3.35,3.65,688.13,687.83,CLAY,,Pipe clay,UNK,1,720746.1451301741,6095689.6178511325
54,3330831,10044817,GW043063.1.1,691.48,UNK,16.76,21.33,674.72,670.15,GRVL,,Gravel water supply,UNK,1,720746.1451301741,6095689.6178511325
55,3330832,10044817,GW043063.1.1,691.48,UNK,45.41,51.2,646.07,640.28,SHLE,,Shale grey,UNK,1,720746.1451301741,6095689.6178511325
56,3322671,10049801,GW044801.1.1,694.26,UNK,3.05,4.27,691.21,689.99,CLAY,,Clay gravel,UNK,1,720137.2863306843,6095611.9832749525
57,3322763,10049801,GW044801.1.1,694.26,UNK,5.18,5.79,689.08,688.47,CLAY,,Clay,UNK,1,720137.2863306843,6095611.9832749525
58,3322859,10049801,GW044801.1.1,694.26,UNK,1.52,2.13,692.74,692.13,GRVL,,Gravel clay,UNK,1,720137.2863306843,6095611.9832749525
59,3322860,10049801,GW044801.1.1,694.26,UNK,2.13,3.05,692.13,691.21,CLAY,,Clay moist plastic,UNK,1,720137.2863306843,6095611.9832749525
60,3322861,10049801,GW044801.1.1,694.26,UNK,5.79,6.4,688.47,687.86,GRVL,,Gravel dirty,UNK,1,720137.2863306843,6095611.9832749525
61,3322862,10049801,GW044801.1.1,694.26,UNK,6.4,11.28,687.86,682.98,CLAY,,Clay cream plastic,UNK,1,720137.2863306843,6095611.9832749525
62,3327181,10049801,GW044801.1.1,694.26,UNK,0.3,1.22,693.96,693.04,CLAY,,Clay cream,UNK,1,720137.2863306843,6095611.9832749525
63,3327277,10049801,GW044801.1.1,694.26,UNK,11.28,12.5,682.98,681.76,GRVL,,Gravel dirty water supply,UNK,1,720137.2863306843,6095611.9832749525
64,3327378,10049801,GW044801.1.1,694.26,UNK,0.0,0.3,694.26,693.96,SOIL,,Soil,UNK,1,720137.2863306843,6095611.9832749525
65,3327379,10049801,GW044801.1.1,694.26,UNK,4.27,5.18,689.99,689.08,GRVL,,Gravel fine,UNK,1,720137.2863306843,6095611.9832749525
66,3327487,10049801,GW044801.1.1,694.26,UNK,14.63,24.38,679.63,669.88,CLAY,,Clay gravel,UNK,1,720137.2863306843,6095611.9832749525
67,3327606,10049801,GW044801.1.1,694.26,UNK,1.22,1.52,693.04,692.74,CLAY,,Clay sandy,UNK,1,720137.2863306843,6095611.9832749525
68,3327607,10049801,GW044801.1.1,694.26,UNK,12.5,14.63,681.76,679.63,CLAY,,Clay gravel,UNK,1,720137.2863306843,6095611.9832749525
69,3330053,10029935,GW044799.1.1,691.64,UNK,0.0,0.61,691.64,691.03,CLAY,,Clay dark,UNK,1,720622.7812045091,6095815.967385791
70,3330347,10029935,GW044799.1.1,691.64,UNK,10.06,19.2,681.58,672.44,CLAY,,Clay reddish gravel water supply,UNK,1,720622.7812045091,6095815.967385791
71,3333386,10029935,GW044799.1.1,691.64,UNK,19.2,33.53,672.44,658.11,CLAY,,Clay white pink plastic water supply,UNK,1,720622.7812045091,6095815.967385791
72,3333483,10029935,GW044799.1.1,691.64,UNK,0.61,10.06,691.03,681.58,CLAY,,Clay light brown gravel plastic water supply,UNK,1,720622.7812045091,6095815.967385791
73,3344464,10037806,GW085101.1.1,688.83,UNK,0.0,2.0,688.83,686.83,TPSL,,Topsoil,UNK,1,720641.6335183254,6097052.040050999
74,3344465,10037806,GW085101.1.1,688.83,UNK,53.0,57.0,635.83,631.83,GRVL,,Gravel,UNK,1,720641.6335183254,6097052.040050999
75,3344536,10037806,GW085101.1.1,688.83,UNK,11.0,14.0,677.83,674.83,CLAY,,Brown clay gravel,UNK,1,720641.6335183254,6097052.040050999
76,3344615,10037806,GW085101.1.1,688.83,UNK,9.0,11.0,679.83,677.83,SAND,,Sand clay,UNK,1,720641.6335183254,6097052.040050999
77,3344616,10037806,GW085101.1.1,688.83,UNK,14.0,20.0,674.83,668.83,CLAY,,Brown clay,UNK,1,720641.6335183254,6097052.040050999
78,3344617,10037806,GW085101.1.1,688.83,UNK,30.0,48.0,658.83,640.83,SDSN,,Sandstone,UNK,1,720641.6335183254,6097052.040050999
79,3344618,10037806,GW085101.1.1,688.83,UNK,50.0,53.0,638.83,635.83,CLAY,,Clay sand gravel,UNK,1,720641.6335183254,6097052.040050999
80,3347957,10037806,GW085101.1.1,688.83,UNK,20.0,30.0,668.83,658.83,SDCY,,White sandy clay,UNK,1,720641.6335183254,6097052.040050999
81,3347958,10037806,GW085101.1.1,688.83,UNK,48.0,50.0,640.83,638.83,SDLC,,Sand gravel,UNK,1,720641.6335183254,6097052.040050999
82,3348033,10037806,GW085101.1.1,688.83,UNK,2.0,3.0,686.83,685.83,CLAY,,Grey hard clay,UNK,1,720641.6335183254,6097052.040050999
83,3348034,10037806,GW085101.1.1,688.83,UNK,3.0,6.0,685.83,682.83,SDCY,,Sandy brown clay,UNK,1,720641.6335183254,6097052.040050999
84,3348153,10037806,GW085101.1.1,688.83,UNK,6.0,9.0,682.83,679.83,CLAY,,Black gravel clay,UNK,1,720641.6335183254,6097052.040050999
85,3348154,10037806,GW085101.1.1,688.83,UNK,57.0,59.0,631.83,629.83,ROCK,,Yellow rock,UNK,1,720641.6335183254,6097052.040050999
86,3375996,10090132,GW404621.1.1,698.92,UNK,0.0,0.1,698.92,698.82,TPSL,,Topsoil,UNK,1,722881.998702085,6095731.002500266
87,3381234,10090132,GW404621.1.1,698.92,UNK,6.0,30.0,692.92,668.92,SAND,,Sand - fine - coarse,UNK,1,722881.998702085,6095731.002500266
88,3381387,10090132,GW404621.1.1,698.92,UNK,0.1,6.0,698.82,692.92,SDCY,,Sandy clays,UNK,1,722881.998702085,6095731.002500266
89,3376123,10080277,GW404598.1.1,685.86,UNK,16.0,29.0,669.86,656.86,SDCY,,Sandy clay and minor gravel,UNK,1,720169.9912247101,6098777.001469361
90,3380992,10080277,GW404598.1.1,685.86,UNK,0.0,16.0,685.86,669.86,SOIL,,Soil and clay,UNK,1,720169.9912247101,6098777.001469361
91,3377665,10087707,GW403817.1.1,693.28,UNK,1.0,26.0,692.28,667.28,FINE,,Fine sand loamy clays,UNK,1,722038.9954426074,6096094.002020391
92,3377731,10087707,GW403817.1.1,693.28,UNK,26.0,34.0,667.28,659.28,YWBN,,Yellow white gravelly sands,UNK,1,722038.9954426074,6096094.002020391
93,3377813,10087707,GW403817.1.1,693.28,UNK,0.0,1.0,693.28,692.28,BKST,,Black soil,UNK,1,722038.9954426074,6096094.002020391
94,3377895,10087707,GW403817.1.1,693.28,UNK,34.0,39.0,659.28,654.28,BKST,,Black shale,UNK,1,722038.9954426074,6096094.002020391
95,3378185,10094361,GW404596.1.1,689.7,UNK,0.0,29.0,689.7,660.7,CLAY,,Clay - minor sand and gravel,UNK,1,720114.9920446833,6097900.001378003
96,3378556,10094361,GW404596.1.1,689.7,UNK,29.0,30.0,660.7,659.7,BDRK,,Bedrock - shale/slate,UNK,1,720114.9920446833,6097900.001378003
97,3402044,10121207,GW401997.1.1,691.24,UNK,0.0,2.5,691.24,688.74,CLAY,,"Clay, soil",UNK,1,721311.5448488968,6096273.951712728
98,3402187,10121207,GW401997.1.1,691.24,UNK,2.5,8.0,688.74,683.24,CLAY,,"Clay, and silt",UNK,1,721311.5448488968,6096273.951712728
99,3402188,10121207,GW401997.1.1,691.24,UNK,8.0,17.0,683.24,674.24,GRVL,,"Gravel, silt, clays, gravels dominated by red siltstone, quartz and slatey pebbles to 3 cm",UNK,1,721311.5448488968,6096273.951712728
100,3406037,10121207,GW401997.1.1,691.24,UNK,17.0,43.0,674.24,648.24,SLSN,,"Siltstone, reddish brown, pink, very clayey",UNK,1,721311.5448488968,6096273.951712728
101,3405551,10122704,GW401500.1.1,694.76,UNK,0.0,1.52,694.76,693.24,CLAY,,"Clay, brown",UNK,1,721962.6344704715,6095209.042098008
102,3405621,10122704,GW401500.1.1,694.76,UNK,1.52,3.66,693.24,691.1,GRVL,,Gravel,UNK,1,721962.6344704715,6095209.042098008
103,3405622,10122704,GW401500.1.1,694.76,UNK,5.18,6.7,689.58,688.06,DCMP,,Decomposed shale,UNK,1,721962.6344704715,6095209.042098008
104,3405777,10122704,GW401500.1.1,694.76,UNK,6.7,7.62,688.06,687.14,CLAY,,"Clay, brown",UNK,1,721962.6344704715,6095209.042098008
105,3408924,10122704,GW401500.1.1,694.76,UNK,3.66,5.18,691.1,689.58,CLAY,,Clay,UNK,1,721962.6344704715,6095209.042098008
106,3408993,10122704,GW401500.1.1,694.76,UNK,7.62,9.14,687.14,685.62,SHLE,,"Shale, broken",UNK,1,721962.6344704715,6095209.042098008
107,3454075,10009516,GW030839.1.1,689.15,UNK,4.0,6.0,685.15,683.15,CLAY,,Clay gravel,UNK,1,720156.3285119033,6097430.690881658
108,3454076,10009516,GW030839.1.1,689.15,UNK,15.0,17.0,674.15,672.15,CLAY,,Clay gravel,UNK,1,720156.3285119033,6097430.690881658
109,3454077,10009516,GW030839.1.1,689.15,UNK,18.0,22.5,671.15,666.65,CLAY,,Clay yellow grey,UNK,1,720156.3285119033,6097430.690881658
110,3457090,10009516,GW030839.1.1,689.15,UNK,0.0,2.0,689.15,687.15,CLAY,,Clay yellow,UNK,1,720156.3285119033,6097430.690881658
111,3457091,10009516,GW030839.1.1,689.15,UNK,10.0,15.0,679.15,674.15,CLAY,,Clay grey,UNK,1,720156.3285119033,6097430.690881658
112,3457092,10009516,GW030839.1.1,689.15,UNK,43.0,45.0,646.15,644.15,CLAY,,Clay yellow red,UNK,1,720156.3285119033,6097430.690881658
113,3457093,10009516,GW030839.1.1,689.15,UNK,45.0,48.0,644.15,641.15,CLAY,,Clay red yellow shaley,UNK,1,720156.3285119033,6097430.690881658
114,3457134,10009516,GW030839.1.1,689.15,UNK,26.0,28.0,663.15,661.15,CLAY,,Clay gravel,UNK,1,720156.3285119033,6097430.690881658
115,3457169,10009516,GW030839.1.1,689.15,UNK,24.0,25.0,665.15,664.15,CLAY,,Clay,UNK,1,720156.3285119033,6097430.690881658
116,3457170,10009516,GW030839.1.1,689.15,UNK,31.0,43.0,658.15,646.15,CLAY,,Clay red yellow grey,UNK,1,720156.3285119033,6097430.690881658
117,3457171,10009516,GW030839.1.1,689.15,UNK,48.0,50.5,641.15,638.65,BDRK,,Bedrock weathered,UNK,1,720156.3285119033,6097430.690881658
118,3461649,10009516,GW030839.1.1,689.15,UNK,7.0,10.0,682.15,679.15,CLAY,,Clay grey yellow,UNK,1,720156.3285119033,6097430.690881658
119,3461650,10009516,GW030839.1.1,689.15,UNK,25.0,26.0,664.15,663.15,CLAY,,Clay white,UNK,1,720156.3285119033,6097430.690881658
120,3461702,10009516,GW030839.1.1,689.15,UNK,2.0,4.0,687.15,685.15,CLAY,,Clay grey,UNK,1,720156.3285119033,6097430.690881658
121,3461703,10009516,GW030839.1.1,689.15,UNK,30.0,31.0,659.15,658.15,CLAY,,Clay red gravel,UNK,1,720156.3285119033,6097430.690881658
122,3461747,10009516,GW030839.1.1,689.15,UNK,6.0,7.0,683.15,682.15,CLAY,,Clay gravel,UNK,1,720156.3285119033,6097430.690881658
123,3461748,10009516,GW030839.1.1,689.15,UNK,17.0,18.0,672.15,671.15,CLAY,,Clay red gravel,UNK,1,720156.3285119033,6097430.690881658
124,3461749,10009516,GW030839.1.1,689.15,UNK,22.5,24.0,666.65,665.15,CLAY,,Clay red gravel,UNK,1,720156.3285119033,6097430.690881658
125,3461750,10009516,GW030839.1.1,689.15,UNK,28.0,30.0,661.15,659.15,CLAY,,Clay red grey,UNK,1,720156.3285119033,6097430.690881658
126,3509019,10102508,GW416082.1.1,None,UNK,0.0,17.0,None,None,CLAY,,"Clay, yellow",UNK,1,719333.9958479966,6096717.004287927
127,3509320,10102508,GW416082.1.1,None,UNK,17.0,60.0,None,None,SHLE,,"Shale, black",UNK,1,719333.9958479966,6096717.004287927
128,3509058,10108904,GW416189.1.1,None,UNK,0.0,1.0,None,None,SOIL,,Soil with sand and clay,UNK,1,722028.9914535752,6097354.006529145
129,3509059,10108904,GW416189.1.1,None,UNK,6.0,36.0,None,None,CLAY,,"Clay, with sand and gravel",UNK,1,722028.9914535752,6097354.006529145
130,3509374,10108904,GW416189.1.1,None,UNK,1.0,6.0,None,None,CLAY,,"Clay, grey",UNK,1,722028.9914535752,6097354.006529145
131,3509351,10132090,GW416600.1.1,None,UNK,1.0,2.2,None,None,FSND,,Fine sand,UNK,1,722817.9943721894,6096215.000249318
132,3509352,10132090,GW416600.1.1,None,UNK,2.2,5.1,None,None,GRVL,,"Gravel, medium",UNK,1,722817.9943721894,6096215.000249318
133,3509559,10132090,GW416600.1.1,None,UNK,0.0,1.0,None,None,SDCY,,Sandy clay,UNK,1,722817.9943721894,6096215.000249318
134,3518735,10024696,GW057991.1.1,709.05,UNK,11.3,13.1,697.75,695.95,CLAY,,Pipe clay,UNK,1,718904.0478316372,6095857.799968408
